"Latitude" "Longitude" "Crop" "Se" "Zn" "ph" "N_pct" "org" "Bio1" "Bio12" "TIM"
-12.7573720458894 33.7036239355802 "Maize" 0.01075 30.938 6.53 0.0862 1.02 209.014902293204 1152.28468992621 10.7099687432844
-12.7960385615006 33.6468704044818 "Maize" 0.01071 23.332 5.93 0.0741 0.9785 210 1048 10.9325088040242
-12.8147710254415 33.5831133741885 "Maize" 0.02089 17.723 7.48 0.0453 0.6957 209.717953580435 1093.89729974782 11.2494846416604
-12.7391860820353 33.5569974593818 "Maize" 0.0068 19.896 5.34 0.0332 0.4388 204 990.462379346367 9.65296608114866
-12.7401482826098 33.5573220066726 "Maize" 0.01683 18.242 6.01 0.0275 0.3683 204 990.462379346367 9.65296608114866
-12.675345945172 33.4684620145708 "Maize" 0.02039 16.721 6.01 0.0481 0.6256 202 1056.76486090189 10.6153307963794
-12.653635055758 33.3628829754889 "Maize" 0.08891 22.231 7.15 0.0313 0.5054 204 951 10.4776252713205
-12.7337842388078 33.4782469645142 "Maize" 0.03593 29.323 6.15 0.0567 0.7612 204.8715168782 1015.79876370521 8.84508633561469
-12.8134316811338 33.5124732088297 "Maize" 0.03118 23.229 5.93 0.0279 0.3499 210 889 9.78381550983283
-12.8818893246352 33.5086254961788 "Maize" 0.07887 22.186 6.71 0.0357 0.4759 211.186043742591 998.327371652673 9.06551602298325
-13.0259770900011 33.3564988151192 "Maize" 0.01874 18.22 6.19 0.0278 0.4464 212 829.231724895816 11.5090744813073
-13.0682246061041 33.7241302616894 "Maize" 0.0121 13.878 5.62 0.0586 0.8568 204.492368035938 1011.71199612474 10.5935410116892
-13.0183957843109 33.7870775163173 "Maize" 0.00337 20.185 5.94 0.0395 0.5089 202 988.451545924948 9.27921634267279
-12.9465701663866 33.8103931210935 "Maize" 0.01705 21.678 6.11 0.0568 0.7996 196 1234 8.81789315279868
-12.9721796046942 33.7233666703105 "Maize" 0.02268 25.02 6.17 0.0426 0.5765 200 1049 8.8057802474693
-13.030814747326 33.6697837617248 "Maize" 0.00293 18.293 5.53 0.0562 0.7252 200.006614901644 1062.80155295069 9.50714592428124
-13.0263959756121 33.5982630774378 "Maize" 0.02786 22.305 6.04 0.052 0.824 201.910584503405 967.739021319515 8.27114832389322
-13.0274784145876 33.5991534870117 "Maize" 0.03119 22.942 6.53 0.0416 0.5802 201.910584503405 967.739021319515 8.27114832389322
-12.8967343037948 33.7433598563075 "Maize" 0.03989 18.114 6.5 0.0537 0.8137 201.650186452756 1006.10261033858 12.8832231620875
-12.8496955661103 33.8028619810938 "Maize" 0.02462 21.994 6.1 0.048 0.5884 204.556788923893 1021.11357784779 10.8537679150573
-12.768776169978 33.7559291068464 "Maize" 0.01053 23.757 6.28 0.1041 1.514 211.886712872264 959.767941487619 10.4514843633044
-12.8940559504553 33.8712583109736 "Maize" 0.01172 18.767 6.07 0.0773 1.201 197 1381 10.1727548090455
-12.9021498095244 33.9426552783697 "Maize" 0.0682 17.354 5.92 0.1075 1.421 200.291011876582 1470.27810260479 9.72058386447134
-12.9017429100349 33.9449136145412 "Maize" 0.13601 26.298 6.25 0.0716 0.8714 201.29331420491 1462.85334289754 9.89615338280644
-12.9367080610245 33.8971500936895 "Maize" 0.00938 21.274 6.29 0.0767 1.278 201 1298.63803280987 9.58282472173763
-13.0172253772616 33.8624003157019 "Maize" 0.04404 28.024 6.39 0.0557 0.8887 198.087502747968 1342.52501648781 10.9764707349587
-12.8304394427686 33.7029911857098 "Maize" 0.00466 19.518 6.43 0.071 0.985 209 1042 9.31031706266898
-12.8711178246885 33.6238070111721 "Maize" 0.03017 23.68 6.2 0.1193 1.75 211.675815052207 902.488855887517 12.8394227137787
-12.9177538119256 33.6664237082004 "Maize" 0.00279 22.279 6.27 0.0653 0.8955 205.819083718836 975.727748332134 9.68319390537367
-12.9604793479666 33.6057056207209 "Maize" 0.05679 26.604 7.89 0.081 1.1705 204 1028 9.21772441994245
-13.0795817077159 33.631523810327 "Maize" 0.0493 21.459 6.53 0.0378 0.6494 203 993 9.65826621728035
-12.9725322732701 33.5366330388933 "Maize" 0.00784 23.432 6.53 0.065 0.8918 210.033619396415 799.608397681747 12.8569211114471
-13.1109613738954 33.505206014961 "Maize" 0.03497 24.162 6.9 0.0689 0.9705 205 898 10.1632063804804
-13.4735295223072 33.3892319072037 "Maize" 0.00773 18.354 6.1 0.0602 0.8471 210.006702105638 913.05114270428 13.16219017309
-13.4737850865349 33.3905969001352 "Maize" 0.01959 26.916 6.17 0.0579 0.7648 210.738580964862 876.707003064917 10.9110627209967
-13.5091403312981 33.3265727385878 "Maize" 0.20127 19.467 6.47 0.023 0.3881 210.11307164084 944.091958035511 11.3446756228531
-13.5647863615304 33.3307220321148 "Maize" 0.20522 32.868 6.29 0.0431 0.7505 211 890.052266502863 10.5413858354468
-13.5149378422647 33.2785171922296 "Maize" 0.08335 19.318 6.11 0.0289 0.4159 211 941.526399173171 9.83921129447794
-13.4637911757454 33.2470681238919 "Maize" NA 22.987 5.56 0.0844 1.348 210 941 12.8616092816667
-13.4650684939697 33.2462803926318 "Maize" 0.00531 22.553 5.94 0.05 0.7324 210 940.383031336916 12.5205039511475
-13.4150842297822 33.2849481236189 "Maize" 0.02034 22.155 6.17 0.0755 0.9652 209.319181366305 982.488268321849 10.1503085130297
-13.3823112398386 33.381467917934 "Maize" 0.01835 22.694 6.59 0.0429 0.5391 210 890.907215549333 10.042432577066
-13.3555712085217 33.4541220031678 "Maize" 0.03435 20.948 5.93 0.0375 0.5355 210 802.847897289046 12.2014959090807
-13.411864656955 33.4152591414749 "Maize" 0.16009 16.212 6.16 0.0575 0.7714 210 908.944597529251 12.3404752377406
-13.3468707511201 33.3309003151953 "Maize" 0.01429 16.827 5.48 0.0267 0.3211 211 893 11.0351196829504
-13.3557889284566 33.2356401532888 "Maize" 0.22468 21.148 6.59 0.081 1.281 212 855.654361162416 12.5367258769481
-13.4138572029769 33.1777849886566 "Maize" 0.09311 17.924 5.66 0.0321 0.475 212 921 10.8497790723375
-13.4392938902601 33.3281098958104 "Maize" 0.01651 20.252 5.87 0.0546 0.6578 209 956 10.8213721015618
-13.5258463025093 33.7303199619054 "Maize" 0.00806 21.622 5.01 0.0767 1.346 198.105435489382 758.94273946712 9.78044957558897
-13.4934430383145 33.6811637878418 "Maize" 0.02989 15.275 5.37 0.0862 1.483 201.215911103855 735.059891431811 11.6394159637243
-13.5212025605142 33.7424028944224 "Maize" 0.01044 19.311 6.32 0.0613 1.029 199 724.403890872974 9.43234228885731
-13.5379637684673 33.7381650879979 "Maize" 0.08009 21.792 6.29 0.0769 1.069 198 766 11.7514164178367
-13.5515965986996 33.7474658153951 "Maize" 0.08537 18.851 6.07 0.0602 1.134 194.243320937333 841.768599847346 10.2882623286275
-13.5845615761354 33.7616178207099 "Maize" 0.01633 17.94 5.55 0.0741 1.186 192 891.61621419205 9.94255572268851
-13.5177034931257 33.7591941934078 "Maize" 0.00634 18.762 5.96 0.0633 0.9806 198.653743668924 711.933618712855 11.8486980974083
-13.4673290513455 33.7315987888723 "Maize" 0.03985 23.316 6.29 0.121 2.1 197.326490360145 740.123372571369 9.49992767403629
-13.4673624113202 33.7349087186157 "Maize" 0.01455 21.902 4.92 0.0968 1.425 196 740.710117976573 10.2809135073995
-13.4400647319853 33.7799868453294 "Maize" 0.00907 17.078 5.93 0.0586 0.9942 192 846.397480674402 9.09188571056742
-13.5826579201966 33.688448248431 "Maize" 0.01745 21.192 5.67 0.0883 1.457 197.464207478575 786.640431135383 11.0406331083199
-13.5835988307371 33.6894644703716 "Maize" 0.02837 22.387 5.52 0.0805 1.416 197.464207478575 786.640431135383 11.0406331083199
-13.6323642404749 33.7570936884731 "Maize" 0.0057 23.348 5.5 0.0708 1.064 191.670054308116 804.030832499552 11.484412688945
-13.634750903584 33.6755572166293 "Maize" 0.10247 22.005 6.53 0.1038 1.719 195.39436721198 758.149784115755 11.4405515886683
-13.4243624098598 33.7038773205131 "Maize" 0.01412 20.324 6.05 0.095 1.529 197.932379045818 802.48766099201 8.92252525548089
-13.4215082461014 33.705814294517 "Maize" 0.07882 18.544 6.6 0.0656 0.956 197 823 8.99634041383882
-13.440075921826 33.6547693423926 "Maize" 0.02026 17.371 6.3 0.1107 1.759 202 736 9.92037823825927
-13.4065714851021 33.6544763948768 "Maize" 0.02717 25.724 5.22 0.1067 1.595 199.986545972161 800.551615141406 7.98911945295623
-13.357247672975 33.6264458019286 "Maize" 0.008 15.284 5.72 0.0916 1.336 205 773.949506534734 9.85530712588197
-13.3671696670353 33.6873075552284 "Maize" 0.00774 20.267 5.7 0.0885 1.535 201 811.48891033349 10.573617102085
-13.4054310852661 33.736577052623 "Maize" 0.14084 16.244 6.21 0.0618 1.056 197 820 11.4665594734324
-13.6042117327451 33.8234279025346 "Maize" 0.03872 21.994 6.86 0.1097 1.975 188 854 10.1093682253597
-13.6320976121351 33.8778738956898 "Maize" 0.02391 22.348 5.96 0.0716 1.032 186.185818767272 980.256724930912 8.45023529191835
-13.5603079944849 33.879402000457 "Maize" 0.00738 20.146 6.42 0.1075 1.841 183.444065459686 919.676330778018 10.4399077648777
-13.5134741105139 33.8418234977871 "Maize" 0.00877 23.035 5.09 0.0328 0.5398 193.74798141391 713.772204446988 10.7914010439876
-13.4990427782759 33.9087298605591 "Maize" 0.01065 21.399 5.94 0.0889 1.481 188.585762824242 833.631333793582 10.4922729985072
-13.4842642676085 33.8367083575576 "Maize" 0.00977 20.196 6.09 0.1285 2.324 191.838124466987 742.161875533013 9.57046463355899
-13.4790485026314 33.5587331000715 "Maize" 0.03575 16.187 6.23 0.091 1.558 203.837762774112 831.02935400254 10.3141298775756
-13.4186720196157 33.5076915845274 "Maize" 0.03879 17.143 6.18 0.0271 0.4344 206.896231759557 808.197414452885 10.4897553276626
-13.3595031173899 33.5177416540682 "Maize" 0.02118 24.088 6.48 0.0712 1.154 208.051131053917 788.40259803391 10.0838877189873
-13.3389369444921 33.6028681788593 "Maize" 0.00923 19.459 5.06 0.0645 0.9224 206 813 10.0696156922609
-13.2875679060816 33.6299739126116 "Maize" 0.00775 20.311 6.73 0.0534 0.6749 205.990305352322 796.368396611764 9.5779889354586
-13.2868165941908 33.6291011888533 "Maize" 0.07866 21.396 6.29 0.1135 1.799 206.014545615411 796 10.6683238231247
-13.2480755634605 33.6731455754488 "Maize" 0.0126 20.764 7.75 0.045 0.6435 205 878 9.82662968053609
-13.3125215023756 33.6669861339032 "Maize" 0.00564 15.872 6.31 0.0386 0.5471 203 823.214172457274 11.2285953770006
-13.4166253684088 33.5802428238093 "Maize" 0.07834 25.959 6.62 0.0567 0.7725 203.360691972156 914.114464222749 10.9501413596383
-13.5924494080245 33.4862324036657 "Maize" 0.05918 21.852 6.25 0.0424 0.6796 207 781 11.531152127709
-13.5571126872673 33.5460148192942 "Maize" 0.00768 19.273 6.34 0.0775 1.271 205 768 10.7899142914688
-13.4798156144097 33.4751903358846 "Maize" 0.00406 20.479 5.79 0.0443 0.5975 208.192980546852 802.807019453148 12.6998844720856
-13.526762779802 33.5930973105132 "Maize" 0.04032 17.467 6.4 0.0868 1.251 201 874.772673910313 10.6941125296093
-13.5952769592404 33.6234030034393 "Maize" 0.01291 12.833 6.04 0.1062 1.826 198.071465730954 858.490850227407 9.72424652876099
-13.6434360640123 33.5675197653472 "Maize" 0.04751 26.684 5.95 0.0734 1.248 200.986618134609 774.013321040672 11.8143856184745
-13.6438176920637 33.5694094654172 "Maize" 0.03724 21.738 5.74 0.0963 1.573 200.06292368601 778.811228941969 12.1111194919055
-13.6443407228216 33.4974676743149 "Maize" 0.04997 22.013 6.3 0.0551 0.8145 204.975998367345 800.449599300613 10.3726445743155
-13.6447625420987 33.9382128696888 "Maize" 0.02314 20.494 6.59 0.1286 3.373 191 923 8.94068259208999
-13.6339552095159 33.9710042998194 "Maize" 0.01403 18.145 5.73 0.0604 1.073 189.341887370872 1073.42715361557 7.85371489271154
-13.6043111840263 33.9487752411514 "Maize" 0.0141 20.735 5.93 0.1411 2.416 192.81209211047 981.442802563885 8.76090879221786
-13.5422358149662 33.9644123520702 "Maize" 0.01033 17.111 5.69 0.1816 3.84 184.702419158587 1057.62810538192 8.13334343526843
-13.5737856756895 34.0171595010906 "Maize" 0.00351 16.046 5.96 0.1509 2.29 192.833813550298 1094.84739924744 7.67741621625464
-13.5725861415266 34.016658430919 "Maize" 0.00532 16.363 5.19 0.1383 3.025 192.833813550298 1094.84739924744 7.67741621625464
-13.568629506044 34.0778103657066 "Maize" 0.01415 19.204 6.56 0.0773 1.122 216.022441961205 1021.06732588362 9.57712489814126
-13.641399051994 33.9883369021117 "Maize" 0.00824 19.901 5.99 0.1436 2.255 192.366165002841 1082.1691749858 11.0423340992899
-13.7293501943349 33.8389200903475 "Maize" 0.02591 18.273 6.42 0.0954 1.603 195 849 9.13780455361214
-13.7266348768025 33.8389912527054 "Maize" 0.07793 18.922 6.3 0.0699 1.203 195 845.984256442096 9.68358608046885
-13.6922756116837 33.8496659416705 "Maize" 0.00629 19.476 5.75 0.0951 1.471 191.629946399705 787.892582256426 10.4902444332889
-13.7645662156865 33.8970361836254 "Maize" 0.05334 21.037 6.94 0.0962 1.948 202 802 11.5121877978786
-13.7714926432818 33.9474240783602 "Maize" 0.09724 22.663 6.4 0.1353 1.918 203 794.923475143984 13.3161488435657
-13.7126827379688 33.9460762683302 "Maize" 0.01599 14.589 5.74 0.0992 1.716 195 855 8.66144333143209
-13.7421736679971 34.0254860837012 "Maize" 0.01304 20.092 6.57 0.1661 2.304 194 1114.95325191046 8.07216416512914
-13.6808573640882 33.7790845334529 "Maize" 0.0231 14.947 5.59 0.0759 1.257 192 785 9.71434579830857
-13.6991789890453 34.1292231995612 "Maize" 0.01948 22.16 7.45 0.106 1.3787 212.588792070722 1104.52328722206 8.70386492882666
-13.696593591012 34.2252237349748 "Maize" 0.01051 22.623 6.82 0.1683 1.962 226.876572184432 1064.72798941795 9.91330538039899
-13.7529212795197 34.2552493046969 "Maize" 0.03608 23.35 6.42 0.0612 0.7709 226 1102 9.99945839117488
-13.7930438155308 34.2152089532464 "Maize" 0.02907 18.288 7.26 0.1718 3.3789 223.786598354067 1067.32266419138 8.62846748796326
-13.7764396844431 34.1427873820066 "Maize" 0.02203 22.155 6.4 0.084 1.216 214.755343858614 1069.91639098508 9.50056986285355
-13.722373265773 34.0777254570275 "Maize" 0.00851 25.354 7.67 0.1091 1.6136 202.459177895676 1107.05616578243 9.85978667270186
-13.3425144245848 33.9250021521002 "Maize" NA 16.762 7.34 0.1151 1.6649 187.717293458736 1079.40005013113 8.49955911248683
-13.3406257722526 33.9262985810637 "Maize" NA 17.789 6.87 0.0693 0.8949 187.717293458736 1079.40005013113 8.49955911248683
-13.3476016949862 33.9251849614083 "Maize" 0.00485 21.704 5.66 0.0646 0.8319 187.352910543148 1070.76090868559 7.99395409516929
-13.3531628362834 33.9185376092791 "Maize" 0.00352 21.056 7.16 0.0659 0.9595 187 1048 8.98322495549431
-13.3557436242699 33.9193794038146 "Maize" 0.00632 24.807 6.76 0.0987 1.223 187 1048 8.86050143579438
-13.3642716240137 33.9034532010555 "Maize" NA 19.903 5.78 0.0602 0.7935 190 883 10.037970036047
-13.3900988241657 33.8896756991744 "Maize" NA 21.459 5.89 0.0789 1.136 191.904908037706 814.618097754912 10.1491315943163
-13.3026722213253 33.8734376057982 "Maize" 0.01833 17.047 7.7 0.0672 0.8962 195 871 9.12898305338695
-13.333187252283 33.981759538874 "Maize" 0.00976 21.373 5.96 0.1349 2.776 200.681053226972 1029.99912189536 9.3703690768286
-13.2224043086171 34.0082321874797 "Maize" 0.09284 19.299 6.61 0.1485 3.035 210.252487028785 1140.04701399775 10.5062527491698
-13.2375827617943 34.0775272250175 "Maize" 0.01751 15.317 6.22 0.1349 2.467 221.670228205388 1140.47923925879 11.6297542030308
-13.4499038709327 33.9549231156706 "Maize" 0.00838 19.859 5.14 0.0907 1.969 184.855910267416 1008.55602889193 10.9878685467958
-13.4024388715624 33.9956341031938 "Maize" 0.03766 15.759 5.93 0.112 2.412 189 1108 7.66013410146502
-13.4220279660075 34.0527081582695 "Maize" 0.21603 20.176 5.83 0.1585 2.541 207.010125632218 1087.84811551672 10.9540036188997
-13.3956484822556 34.0963171888142 "Maize" 0.00632 20.976 6.19 0.1239 1.738 217 1079 7.33131934878668
-13.3985907817259 34.0962033625692 "Maize" 0.00493 22.648 6.27 0.1325 1.672 217 1079 7.66198118484825
-13.333892757073 34.0772176813334 "Maize" 0.04232 19.253 6.46 0.0821 1.693 222 1015.169139391 8.42069043325298
-13.5048405826091 34.0427998267114 "Maize" 0.08482 17.875 6.23 0.1483 3.03 208.168650660659 1040.98809603605 8.45360226176868
-13.4930832451209 34.1059567127376 "Maize" 0.01296 19.212 6.46 0.0415 0.5865 221.001019084185 1019.84150386146 8.49777962727104
-13.5036078142002 33.9955378789454 "Maize" 0.02493 15.195 6.06 0.1469 3.085 201 1025 7.41544241798659
-13.7004010705277 33.6192758381366 "Maize" 0.02166 15.858 5.76 0.0757 1.277 197.096969302565 778.739399066652 10.2724467494547
-13.7311188178136 33.5348216257989 "Maize" 0.01614 20.5 5.99 0.0983 1.717 203.185956631261 765.442130106218 10.2633675994794
-13.6630573868751 34.0330804232507 "Maize" 0.06686 20.243 6.21 0.1137 2.531 197.214229532191 1093.20434224797 8.22381643716009
-13.6625516647472 34.0346346795558 "Maize" 0.02204 18.925 6.47 0.1177 2.364 198.008138625552 1086.03255450221 7.70417350476777
-13.6411705613136 34.0895717684179 "Maize" 0.14156 20.552 6.33 0.101 2.41 211.150057801951 1062.22281263649 9.04368633525713
-10.5622200435027 34.1740365419536 "Maize" 0.02088 19.519 6.11 0.0334 0.4927 232 1217 14.3896547207107
-10.4452040232717 34.1170684341341 "Maize" 0.08452 25.242 6.4 0.067 0.9379 230 1140.34101897132 11.0881356210592
-10.4048856021836 34.1874360200017 "Maize" 0.10315 21.049 7.84 0.0888 1.5377 229 1258 10.4179816375115
-10.4396077198907 34.2423985060304 "Maize" 0.01027 22.187 6.36 0.0754 1.108 235 1142.16492484992 11.7257484624199
-10.4223653906956 34.2294365633279 "Maize" 0.02694 25.281 6.47 0.069 1.142 232.998906245337 1224.98796869871 12.8279231033185
-10.3297783015295 34.1371363867074 "Maize" 0.03508 28.945 8.05 0.0605 0.9088 234 946 10.5641273762396
-10.3088021697476 34.1615088656544 "Maize" 0.02014 19.476 7.02 0.0407 0.6185 234.368869173672 1065.83505976822 10.7900738039958
-10.3020102297887 34.0401320345699 "Maize" 0.00689 18.144 8.54 0.0973 1.0243 232.104050046307 1123.75699722159 14.3220139206709
-10.2506465977057 34.113426329568 "Maize" 0.00463 21.853 8.36 0.1 1.3422 237 1041.87144936126 13.9320526403793
-10.2479999279603 34.1056949459016 "Maize" 0.00901 29.559 7.53 0.0938 1.2724 236.03650921791 1076.66223990037 13.7947749296305
-10.4940856061875 34.1419900953769 "Maize" 0.00735 24.214 6.72 0.0375 0.5803 230.870543983416 1155.62476846435 13.4829790030056
-10.2014748333022 34.0406948793679 "Maize" 0.01715 23.21 8.11 0.0923 1.0575 235 1097 12.3938799970564
-10.2352606505155 34.0411876514554 "Maize" NA 23.347 8.33 0.0848 1.2238 230.843139873872 1212.57212601206 12.5058486585923
-10.1631854614242 33.9628383144736 "Maize" 0.01986 20.819 8.49 0.0761 1.016 229 1113 12.6413910389882
-10.0981053477153 33.9580355677753 "Maize" 0.01897 22.826 8.72 0.0798 1.0761 235.876391882043 1090.66034115431 10.5975635389477
-10.018009012565 33.9439633581787 "Maize" 0.05966 17.099 7.52 0.0589 0.8638 240 1130.1930014549 12.409784035593
-10.1082791341468 33.8879581633955 "Maize" 0.04833 25.862 7.07 0.0322 0.3977 223.925813451243 1219.2255964627 8.48587587573062
-10.0480294693261 33.8817098736763 "Maize" 0.0357 15.668 6.62 0.0313 0.4149 230 1147.66172916395 8.86223474500164
-10.1062683574855 33.882570778951 "Maize" 0.24688 25.715 8.23 0.0574 0.7328 222.649906727611 1249.45065290672 9.98618741261063
-9.95663030538708 33.9340764842927 "Maize" 0.00616 21.291 6.83 0.1135 1.461 241 1144.40767085581 11.7489623114427
-9.9531772127375 33.8946321699768 "Maize" 0.03308 29.1 6.58 0.0311 0.4137 238 1282 9.5835817185378
-9.93886008393019 33.8790976535528 "Maize" 0.00677 24.011 6.06 0.0244 0.3353 240 1195.85382606081 11.2206067785207
-9.93311294820159 33.9164220169186 "Maize" 0.25776 15.236 6.59 0.0767 1.026 241 1201.77222421721 12.4412002511122
-9.94991749059408 33.9112713374197 "Maize" 0.26144 23.254 7.67 0.0758 1.2668 240.193932709094 1202.83640374544 11.6085595589436
-9.92753931786865 33.9370577596128 "Maize" 0.07611 25.833 7.13 0.0949 1.222 241 1199.0047304559 11.6045319322522
-9.92887472268194 33.9348974917084 "Maize" 0.00992 20.152 6.62 0.0876 1.001 241 1200.39546048947 11.4937413382943
-9.93462034966796 33.9289392158389 "Maize" 0.03267 25.454 6.79 0.1029 1.446 241 1198.40064348657 11.5941360300242
-9.94685281533748 33.9156233053654 "Maize" 0.02195 24.375 6.77 0.0898 1.226 241 1193.59671646653 11.7951829879964
-9.92152412887662 33.9293102826923 "Maize" 0.00338 20.418 6.67 0.079 0.9216 241 1213 11.5536676068211
-9.91798352915793 33.8799398671835 "Maize" 0.00905 22.447 6.6 0.1414 1.93 240.661880418149 1224.57572794483 11.8679319783631
-9.76071593351662 33.8768047001212 "Maize" 0.00334 18.615 5.61 0.1106 1.217 243 1484.14224958804 11.9759436908285
-9.7461093775928 33.8580157421529 "Maize" 0.01546 16.387 5.88 0.1361 2.038 242 1635.90651530203 10.2278653188269
-9.75159260910004 33.8147741742432 "Maize" 1.85182 25.717 6.49 0.0498 0.6833 239.556505231382 1793.26019882304 9.93162039286966
-9.61261164397001 33.7056949362158 "Maize" 0.01056 21.143 6.13 0.1587 2.059 243 1328 12.9205549677392
-9.59359914064407 33.7229966931045 "Maize" 0.08989 18.659 5.59 0.1304 1.473 242.164241019398 1394.97089223277 11.0290609144002
-9.97506977990269 33.8144951406866 "Maize" 0.01592 21.354 8.02 0.0838 0.9206 236.474750012818 1038.79800010254 10.0260484346968
-10.0397485261783 33.7843559961766 "Maize" 0.00468 14.72 6.43 0.0543 0.4388 222.014453140757 1288.54201856593 12.98831670447
-9.99536965973675 33.8098493032157 "Maize" 0.00331 14.11 8.57 0.0595 0.8254 235.871438562329 1008.10388408774 10.7688866100049
-9.99149923212826 33.8085104618221 "Maize" 0.04302 17.912 7.76 0.1187 1.482 235.404805517114 1104.96064516448 11.1155997042646
-9.94283331558108 33.7755862623453 "Maize" NA 15.727 6.61 0.1598 1.97 233.486985974881 1186.5459117123 8.71623901571368
-9.90355073008686 33.7021659035235 "Maize" 0.00527 17.494 6.17 0.0954 1.438 221 1510 11.3214275143973
-9.93847493547946 33.6655402556061 "Maize" 0.00409 16.896 7.16 0.1509 1.8947 215.180806274541 1438.70096313807 10.5540817265349
-9.90222136024385 33.5767975263297 "Maize" 0.00641 19.044 6.16 0.0794 1.05 208.133231004622 1363.63959106319 8.4605086307191
-10.2523609902709 33.6131640896201 "Maize" 0.00374 18.572 7.35 0.0868 1.117 192 1177 11.0691838788283
-10.1678706519305 33.7520970683544 "Maize" 0.0516 25.096 6.85 0.0527 0.6595 215 770.410774537457 14.8752491182955
-10.1465649018064 33.7079102732241 "Maize" 0.00407 13.522 6.46 0.0318 0.443 199.568383349933 1283.54411100044 9.12739422217108
-10.2316230721771 33.661142271012 "Maize" 0.03522 19.951 8.01 0.1575 1.795 192 1184.26841109239 11.1038336265329
-10.4707617452368 33.6666837148368 "Maize" 0.00486 19.333 5.62 0.0954 1.306 182.024812576419 833.595501834051 8.35244484285004
-10.3621010575443 33.5745396930724 "Maize" 0.03453 17.577 5.93 0.0535 0.7025 189 962.326918036616 14.104725459222
-10.3140653762966 33.7107208091765 "Maize" 0.00906 16.939 6.15 0.0564 0.7059 190 1080 9.47869366183157
-10.1873627677559 33.5523279011249 "Maize" 0.02007 19.989 5.82 0.0506 0.5872 186.944142292076 946.653241126371 10.9753811746315
-10.0393957737833 33.4822178911417 "Maize" 0.00743 21.614 6.74 0.0677 0.9784 185 1405.14718663779 8.83648239960642
-10.0340898614376 33.5275697708129 "Maize" 0.00605 14.36 5.69 0.0696 0.9805 191 1151.71411007587 8.64269171711885
-10.0813989993184 33.5675252974033 "Maize" 0.00449 13.924 5.78 0.0493 0.5917 193.379005130276 915.201097475242 12.2359207060818
-10.0550625147297 33.3988105785101 "Maize" 0.0167 11.89 5.65 0.0403 0.5206 183.971592595437 1004.14162523807 9.04952925520277
-9.97510422952473 33.3903330378234 "Maize" 0.00682 20.305 6.46 0.0462 0.5939 182.588202585844 1518.5675280074 10.5735160508281
-9.8929601535201 33.4120153449475 "Maize" 0.01003 20.377 5.95 0.0409 0.5278 193.380560383609 1328.01646388843 10.8982100965294
-9.80650388170033 33.365312218666 "Maize" 0.02363 22.679 7.85 0.0369 0.4803 200.037098675941 1317.44185561049 11.8010022893582
-9.78145112749189 33.322793841362 "Maize" 0.02124 28.667 6.37 0.0709 0.9476 201 1222.44195737887 10.6768203749079
-9.76619396824389 33.3378798421472 "Maize" 0.02682 18.35 6.78 0.041 0.52 201 1325 9.9745700063443
-9.71307403407991 33.3410109858959 "Maize" 0.01736 20.505 5.58 0.1009 1.323 203.520841490118 1174.72886486562 10.5518463263481
-9.71150754019618 33.3917525969445 "Maize" NA 19.858 6.14 0.0541 0.6428 201.832352092921 1132.0333281422 12.3152902662386
-9.76784143131226 33.4353226516395 "Maize" 0.01237 19.236 5.86 0.0497 0.6688 195.71968074322 1559.56999656956 8.99082027752259
-9.85865327529609 33.4807938896119 "Maize" 0.00622 23.056 6.03 0.0596 0.7441 203.419249375055 1424.97227687264 10.4748279123655
-9.85289050731808 33.4757618978619 "Maize" 0.03355 23.654 6.58 0.0682 0.8881 202.790083727025 1438.90228368556 8.6582989488267
-9.83909473288804 33.4116291068494 "Maize" 0.00955 18.97 6.42 0.0573 0.7724 198 1453 8.89491481743495
-9.65627892874181 33.3310483396053 "Maize" 0.00774 20.596 6.48 0.0744 0.9361 203 1214 9.98224364704671
-9.61725199129432 33.3896546903997 "Maize" 0.00324 18.606 6.12 0.0791 1.058 206.052999212142 1149.68200472715 11.7380182090133
-9.57229460589587 33.3736522123217 "Maize" NA 25.883 6.87 0.1472 1.872 203.04928742128 1593.48634151471 12.4912377517791
-9.80777826625853 33.4577921032905 "Maize" 0.00658 24.173 6.3 0.0475 0.5629 199.913014538421 1568.07248560417 8.96773574405103
-9.70461091026663 33.2776208315044 "Maize" 0.02408 25.439 7.34 0.1079 1.6129 202 1401 10.6495515552558
-9.70582180190831 33.2693087495863 "Maize" 0.03142 23.938 7.83 0.0828 0.9272 202 1430 9.48721959875092
-9.70008099451661 33.2856318354606 "Maize" 0.00938 21.285 5.97 0.0306 0.4028 202.61376534227 1376.30946499004 11.6944113460566
-9.70145462080836 33.2916760258376 "Maize" 0.0059 24.988 5.85 0.0541 0.7406 202.993291412584 1330.81952517331 10.797956743936
-9.69888150226324 33.2735776528716 "Maize" NA 25.126 6.41 0.0494 0.6697 201.126180921329 1441.8265822255 9.89285027802756
-9.69262508209794 33.2626324798911 "Maize" 0.00666 27.774 6.82 0.0839 1.239 200.737768502538 1484.55578743655 10.9850443350575
-9.68541216105222 33.2318722363561 "Maize" 0.01839 16.661 5.64 0.0493 0.6613 199.996736990944 1381.74783128487 12.3332482135927
-9.55412486102432 33.1327065266668 "Maize" NA 28.185 6.15 0.1041 1.636 198.877771653593 1365.85559842485 8.65765326831073
