"Latitude" "Longitude" "Crop" "SoilSampleID" "Se" "Zn" "Bio1" "Bio12" "EVI" "MB1" "MB2" "MB3" "MB7" "Slope" "TIM" "ph" "org"
12.18958246 38.68415246 "Teff" "GeoN-ETH18-Soil-2698" 0.153988698 31.919495635 161 1073 2123.5 1191 2469.5 565.5 1502.5 6.8575809005 7.4207441805 6.37 2.576
12.19245169 38.68305268 "Teff" "GeoN-ETH18-Soil-2702" 0.19119249 33.55649023 160 1102 2045 1192 2423 557 1497 5.301745892 7.207534313 6.64 2.335
12.37699203 37.15992734 "Teff" "GeoN-ETH18-Soil-2856" 0.0354 38.94489619 192 1152 2352 955 2303 471 1237 0.894961715 12.08346844 6 2.074
12.39043629 37.4332417 "Teff" "GeoN-ETH18-Soil-2851" 0.857845022 43.21980795 197 1006 1582 673 1511 355 957 0.286491692 10.61331463 6.91 1.612
12.41083197 37.38949975 "Teff" "GeoN-ETH18-Soil-2848" 0.138087572 49.74389481 196 981 1497 677 1461 360 911 1.353861451 11.10989189 6.6 1.215
12.49422594 37.48783303 "Teff" "GeoN-ETH18-Soil-2863" 0.172342591 41.52156695 185 1113 2092 879 2025 471 1171 2.698037863 10.37329006 7.2 0.7625
12.51638433 39.28439375 "Teff" "GeoN-ETH18-Soil-1096" 0.202840491 23.92665181 170 936 1646 969 1884 506 1228 13.63251781 7.759152889 7.19 0.5815
12.52348774 38.1639869 "Teff" "GeoN-ETH18-Soil-2846" 0.170309516 43.5183865 198 1053 1016 1322 1926 638 1487 1.829795599 9.171922684 6.82 1.267
12.52911162 39.06635967 "Teff" "GeoN-ETH18-Soil-2688" 0.176545201 34.00279561 181 834 1623 1048 1958 542 1417 3.402489662 12.18889427 7.37 1.1267
12.53334636 38.2049443 "Teff" "GeoN-ETH18-Soil-2847" 0.123580568 31.30973516 198 1118 1379 1158 1958 541 1263 2.84104991 7.885593414 6.91 1.139
12.59496438 37.42760527 "Teff" "GeoN-ETH18-Soil-2860" 0.0276 42.49413072 176 948 2114 978 2179 501 1275 5.143208027 9.855690002 6.35 1.483
12.70951652 39.55113407 "Teff" "GeoN-ETH18-Soil-1099" 0.169306989 25.11631581 169 776 2002 943 2086 484 1211 4.071409225 9.775536537 7.04 1.3157
12.73197391 39.0026592 "Teff" "GeoN-ETH18-Soil-2681" 0.78579784 40.7095298 192 848 1619 1262 2227 626 1507 4.751612663 13.05016041 7.33 1.3976
13.03993952 38.97263046 "Teff" "GeoN-ETH18-Soil-2682" 0.223120712 34.01761946 227 720 1649 1885 3053 822 3254 1.09004724 10.38274765 8.22 0.5606
13.09443774 39.49885681 "Teff" "GeoN-ETH18-Soil-1089" 0.146369278 26.63829508 185 650 1372 1310 2124 673 1818 3.54729557 9.97019577 8.31 1.0718
13.31204222 39.46677518 "Teff" "GeoN-ETH18-Soil-1088" 99999 30.39839079 179 630 1449 1595 2522 794 2537 3.501886368 8.770750999 8.4 0.4014
13.53904589 39.44528544 "Teff" "GeoN-ETH18-Soil-1104" 0.142425434 36.22630064 191 728 1560 1623 2625 797 2699 2.800723076 9.083310127 8.17 1.6609
13.64940397 38.96831343 "Teff" "GeoN-ETH18-Soil-1192" 1.915995329 29.51879172 196 891 1225 1863 2685 876 2445 2.715878725 8.57354641 7.2 0.5392
13.76893503 39.10728322 "Teff" "GeoN-ETH18-Soil-1204" 0.668932479 28.44098653 208 659 1606 2006 3187 823 3130 0.518850088 13.20396233 6.79 0.2046
13.78028242 38.64086751 "Teff" "GeoN-ETH18-Soil-1211" 0.115809088 29.966735365 188 1124 2192 1717.5 3204 791.5 2499 4.00807178 10.38849306 5.865 0.8535
13.78044164 38.64241286 "Teff" "GeoN-ETH18-Soil-1207" 0.105459572 27.55605905 189 1071 2168 1726 3208 790 2580 3.423328161 10.69749546 5.63 0.671
13.83398456 38.2040543 "Teff" "GeoN-ETH18-Soil-1158" 0.187703522 27.05160069 211 1288 1677 1100 2079 525 1622 1.921133757 8.785845757 7.8 0.7515
13.87666783 38.18090639 "Teff" "GeoN-ETH18-Soil-1159" 0.122318486 31.20217195 208 1279 1524 1097 1985 541 1566 1.319508195 10.04755116 6.17 1.403
13.88175939 38.64605672 "Teff" "GeoN-ETH18-Soil-1215" 0.162687413 19.52152265 185 1145 1446 1459 2367 701 1998 3.490884066 8.735874176 7.51 1.2309
13.91103536 38.99988245 "Teff" "GeoN-ETH18-Soil-1205" 0.431188764 35.94867101 200 833 1590 1539 2554 708 2511 5.025438309 7.393079281 7.23 0.6112
13.94834725 39.44622852 "Teff" "GeoN-ETH18-Soil-1068" 0.124396751 31.87113405 180 663 2273 1736 3245 865 2879 0.551063538 11.06547165 7.14 0.334
13.94960067 39.15983643 "Teff" "GeoN-ETH18-Soil-1212" 49999.5318 29.222918205 202 721 2046 1871 3253.5 896.5 3313 1.438242257 11.78592062 7 0.4622
13.95042871 39.16111943 "Teff" "GeoN-ETH18-Soil-1193" 0.0636 27.39992893 202 721 2065 1804 3170 886 3290 1.577653766 10.11763477 6.92 0.5676
14.02216746 39.38728955 "Teff" "GeoN-ETH18-Soil-1067" 0.0973 29.96775601 188 665 1426 1620 2525 784 2130 4.07723856 7.985444546 6.62 0.7234
14.03486982 39.12218034 "Teff" "GeoN-ETH18-Soil-1209" 1.375086928 29.7515635 206 522 1334 1870 2780 879 2440 3.157075167 9.431999207 7.2 0.593
14.07781499 38.23203959 "Teff" "GeoN-ETH18-Soil-1154" 0.073547784 26.60689439 198 1232 1796 1405 2554 617 2134 1.614133716 8.12424469 5.94 1.05
14.07842635 38.34494717 "Teff" "GeoN-ETH18-Soil-1153" 0.421857246 27.17251442 193 1110 2237 1046 2326 596 1559 1.959161758 12.56261539 7.09 1.0742
14.09216475 39.20726017 "Teff" "GeoN-ETH18-Soil-1214" 0.0869 29.68724214 189 685 1645 1713 2817 807 2552 1.506953001 13.2651453 7.33 0.6978
14.10281849 38.45323498 "Teff" "GeoN-ETH18-Soil-1151" 0.0623 31.12997875 190 840 1534 1188 2092 601 1561 1.813597918 11.0541296 6.67 0.6453
14.11365371 38.65099164 "Teff" "GeoN-ETH18-Soil-1219" 0.475119141 24.7605164 183 772 1760 1238 2299 590 1552 2.405465126 12.07414436 6.43 1.202
14.1141598 38.7415849 "Teff" "GeoN-ETH18-Soil-1250" 0.051 26.61385645 182 811 1544 1037 1910 584 1479 1.97497952 10.22218323 7.34 0.8577
14.17908446 39.11699633 "Teff" "GeoN-ETH18-Soil-1183" 0.0755 26.597600315 188 580.5 1610 1469 2491.5 672.5 1654.5 6.0948159695 9.6101622605 6.665 0.5325
14.18026529 39.11568624 "Teff" "GeoN-ETH18-Soil-1187" 0.0856 28.09734449 186 596 1613 1473 2499 673 1642 8.285486221 8.802554131 6.59 0.6503
14.18739943 38.24929928 "Teff" "GeoN-ETH18-Soil-1152" 0.159963585 29.58539698 197 1185 1596 1750 2863 706 2521 0.743736744 9.119458199 6.57 1.052
14.19994496 39.03506628 "Teff" "GeoN-ETH18-Soil-1191" 0.157570242 35.45633496 181 727 1857 1365 2542 632 1822 7.147931576 8.878973007 6.43 1.188
14.29074668 39.1301316 "Teff" "GeoN-ETH18-Soil-1182" 99999 28.45743916 183 709 1769 1274 2324 640 1720 5.345145702 7.582226276 7.83 1.054
14.31044142 39.27542553 "Teff" "GeoN-ETH18-Soil-1059" 0.0624 28.93124024 185 613 1787 1389 2514 649 1724 4.23392868 12.07576847 6.71 0.5673
14.40285554 38.18414285 "Teff" "GeoN-ETH18-Soil-1148" 0.0592 30.59480649 203 1095 2047 1718 3090 770 2631 0.653277338 8.859893799 6.45 0.4962
