"Latitude" "Longitude" "Crop" "SoilSampleID" "Se" "Zn" "Bio1" "Bio12" "EVI" "MB1" "MB2" "MB3" "MB7" "Slope" "TIM" "ph" "org"
9.660772728 37.3060572 "Teff" "GeoN-ETH18-Soil-2309" 0.0356 29.207511765 160 1909 2727.5 1008.5 2608 519.5 1487.5 1.1303022205 7.706661224 4.84 2.501
9.663310131 37.30737732 "Teff" "GeoN-ETH18-Soil-2310" 0.0462 30.96736811 160 1909 2742 1046 2662 533 1512 0.697037637 7.951132774 4.84 2.798
9.670223631 38.87943886 "Teff" "GeoN-ETH18-Soil-1047" 0.0608 30.67135763 149 1362 2334 928 2275 462 1336 2.497660398 8.130971909 6.13 1.823
9.677780414 37.52089152 "Teff" "GeoN-ETH18-Soil-2323" 0.0188 30.50236305 165 2028 2615 979 2524 475 1445 2.025381088 11.61703491 4.96 2.643
9.694290535 37.32807924 "Teff" "GeoN-ETH18-Soil-2326" 0.0116 24.18627381 159 1720 2751 1122 2748 599 1572 2.680995941 8.009496689 5.26 3.386
9.710869699 38.38839463 "Teff" "GeoN-ETH18-Soil-1013" 0.115121111 24.16787253 168 1678 2372 1093 2477 574 1874 1.716533542 8.393619537 7.6 1.7899
9.740063629 38.72440491 "Teff" "GeoN-ETH18-Soil-1002" 0.0536 37.23721538 142 1306 2467 898 2257 509 1461 5.262390137 8.067365646 6.29 2.351
9.74881276 36.46190197 "Teff" "GeoN-ETH18-Soil-2195" 0.0233 30.71008904 179 2276 4289 621 2973 421 1107 3.803156137 9.706375122 4.68 2.997
9.754997629 36.28146876 "Teff" "GeoN-ETH18-Soil-2194" 0.0685 25.84930187 178 2350 3951 763 3009 439 1238 7.031076431 8.071481705 5.38 3.482
9.769376653 37.53367664 "Teff" "GeoN-ETH18-Soil-2324" 0.0292 32.78003277 164 1978 2994 956 2680 503 1429 1.974992633 10.88164234 4.88 2.158
9.806716676 38.28025608 "Teff" "GeoN-ETH18-Soil-1010" 0.055 31.35807527 152 1735 3047 999 2758 558 1575 0.598196805 7.974074364 4.675 3.014
9.840085724 36.2633637 "Teff" "GeoN-ETH18-Soil-2193" 0.0202 24.19262727 170 2004 4026 737 3058 420 1250 3.063770771 8.638223648 5.25 2.565
9.840191967 36.63884366 "Teff" "GeoN-ETH18-Soil-2183" 0.00971 27.88963146 173 1776 3930 676 2881 391 1124 6.658106327 9.021665573 4.93 3.206
9.896288092 36.47733986 "Teff" "GeoN-ETH18-Soil-2197" 0.0214 20.1781902 172 1860 3466 914 2941 513 1508 1.003030896 9.472295761 4.94 1.998
9.900209929 36.17311931 "Teff" "GeoN-ETH18-Soil-2192" 99999 24.71651092 163 2407 4414 832 3418 512 1224 5.518053055 7.401966095 5.67 2.55
9.927390919 36.56518216 "Teff" "GeoN-ETH18-Soil-2198" 0.0331 23.23986594 162 2117 3740 725 2799 443 1189 8.967788696 7.914661884 5.66 1.626
9.937939343 38.24221997 "Teff" "GeoN-ETH18-Soil-1007" 99999 36.20191527 155 1654 2086 1113 2315 583 1617 1.306381702 9.477363586 5.13 2.205
9.953785923 38.30447906 "Teff" "GeoN-ETH18-Soil-1009" 0.043 25.37121661 154 1644 2254 909 2162 503 1163 0.551066875 9.242847443 6.08 1.446
9.972796381 39.86521417 "Teff" "GeoN-ETH-SOIL-100" 0.657622921 23.31323732 230 594 2567 900 2329 516 1235 1.820376635 12.18150997 7.95 1.4724
9.975389001 38.50736362 "Teff" "GeoN-ETH18-Soil-1043" 0.0784 22.49702517 175 1556 1774 809 1781 423 1185 2.049516201 9.690464973 7.48 1.141
9.977910576 36.80208476 "Teff" "GeoN-ETH18-Soil-2185" 0.00997 28.44288913 182 1622 3668 616 2588 370 1195 3.104068518 10.73157787 5.06 4.36
9.987996666 36.88153755 "Teff" "GeoN-ETH18-Soil-2184" 99999 24.20269196 172 1858 3292 837 2702 485 1396 1.265560031 9.592557907 4.73 2.908
9.988238755 39.92555062 "Teff" "GeoN-ETH-SOIL-098" 0.639631949 31.3655967 235 624 2284 952 2255 486 1378 2.196163177 10.87957001 7.57 1.9655
10.01026683 38.86812884 "Teff" "GeoN-ETH-SOIL-116" 0.099093882 25.78206597 182 1429 1815 966 1979 522 1206 7.019879341 7.925591469 6.91 1.52
10.01336833 38.90789978 "Teff" "GeoN-ETH-SOIL-115" 0.182059721 21.28468822 174 1611 1710 998 1934 590 1261 2.948431253 7.611477375 6.845 0.905
10.02586047 38.99773503 "Teff" "GeoN-ETH-SOIL-117" 0.0902 24.01025586 167 1525 2115 895 2017 582 1086 6.942425251 9.713040352 7.5 1.195
10.05131977 39.01278335 "Teff" "GeoN-ETH-SOIL-125" 0.0291 27.30365202 172 1377 2420 905 2184 596 1135 7.093010426 10.1509552 6.945 0.617
10.20341237 39.04476066 "Teff" "GeoN-ETH-SOIL-121" 0.0132 28.88175421 170 1406 2398 1065 2431 616 1358 4.971143723 8.096575737 6.51 1.323
10.20550378 39.0469058 "Teff" "GeoN-ETH-SOIL-122" 0.129555091 28.98938899 170 1406 2357 1098 2464 603 1305 11.75581551 8.14273262 6.83 0.3597
10.20992172 38.13899087 "Teff" "GeoN-ETH-SOIL-037" 0.018 26.92187955 160 1711 1782 1022 2054 533 1094 0.292165995 10.11924076 5.22 1.57
10.21223179 38.22735232 "Teff" "GeoN-ETH-SOIL-034" 99999 22.32915509 160 1737 1571 938 1839 488 960 3.762826443 9.09044838 6.68 0.7057
10.2210316 37.98925415 "Teff" "GeoN-ETH-SOIL-029" 0.0127 21.98280323 161 1412 1852 753 1748 433 1068 1.640344262 10.97815132 6.41 1.738
10.23754818 37.83883352 "Teff" "GeoN-ETH-SOIL-014" 0.026716916 27.20110316 162 1473 2769 847 2387 477 1314 5.143050671 9.145107269 5.92 2.354
10.24471396 38.06644429 "Teff" "GeoN-ETH-SOIL-031" 0.0428 22.32780504 161 1391 1768 897 1909 452 1130 0.532894492 8.873077393 5.06 1.537
10.25043707 38.9408777 "Teff" "GeoN-ETH-SOIL-119" 0.0971 27.37014829 195 1345 2633 862 2337 462 1297 6.179051399 6.525504589 7.01 2.259
10.25372327 37.92761522 "Teff" "GeoN-ETH-SOIL-026" 0.0319 29.65498511 158 1457 2795 996 2620 528 1549 2.340606451 9.90747261 5.14 2.19
10.26320207 37.52573372 "Teff" "GeoN-ETH-SOIL-019" 0.0457 32.60396485 174 1328 2529 1058 2538 539 1448 4.797259808 8.703208923 4.92 1.663
10.28410545 37.62902468 "Teff" "GeoN-ETH-SOIL-016" 0.0236 31.41862774 172 1211 2878 960 2641 497 1488 1.45038414 11.21382618 5.68 2.053
10.28504499 38.17658888 "Teff" "GeoN-ETH-SOIL-035" 0.0954 22.65847312 164 1334 2291 842 2086 466 1157 2.606719971 10.97271538 6.41 2.179
10.31683467 38.11693288 "Teff" "GeoN-ETH-SOIL-036" 0.0236 26.89802984 162 1213 1789 879 1885 453 1132 0.326649934 9.731044769 5.83 1.554
10.3242918 37.96571363 "Teff" "GeoN-ETH-SOIL-027" 0.012243801 27.49577753 155 1462 2232 1074 2375 548 1563 2.995750189 8.248908997 5.51 1.815
10.33769359 37.99392333 "Teff" "GeoN-ETH-SOIL-028" 0.0218 26.74188127 156 1383 2644 884 2359 508 1393 0.739313662 10.71650314 5.34 1.949
10.34659397 39.94181452 "Teff" "GeoN-ETH-SOIL-107" 0.233203574 32.59631357 222 776 2210 876 2109 490 1514 2.40138793 11.03122711 7.88 1.9868
10.34928033 39.92685147 "Teff" "GeoN-ETH-SOIL-108" 1.026104706 28.80155886 224 751 2767 792 2347 426 1200 1.556210041 14.18608952 7.83 1.0928
10.35246194 38.31297586 "Teff" "GeoN-ETH-SOIL-046" 0.102077595 20.89002662 161 1473 1657 866 1765 515 987 0.567210197 13.19959927 7.93 0.7012
10.35697922 37.68514425 "Teff" "GeoN-ETH-SOIL-020" 99999 17.50863518 166 1330 3262 733 2538 426 1171 2.097326756 7.831736088 5.69 2.596
10.3572606 37.4982525 "Teff" "GeoN-ETH-SOIL-001" 0.0712 24.99096131 173 1254 2650 1037 2624 489 1605 0.939684212 9.550305367 4.74 1.761
10.38469721 39.32371588 "Teff" "GeoN-ETH-SOIL-308" 0.0779 27.63397542 150 1349 1601 1054 1969 574 1406 1.145820975 9.099080086 6.37 1.023
10.39984641 37.77030146 "Teff" "GeoN-ETH-SOIL-022" 0.0137 27.70467786 160 1216 2627 1056 2621 507 1512 1.183163166 8.871099472 4.85 2.002
10.40499983 38.3183528 "Teff" "GeoN-ETH-SOIL-047" 0.0792 19.70067411 163 1371 1888 881 1927 482 1007 0.924725413 11.64237785 8.17 0.6216
10.41672086 38.22956265 "Teff" "GeoN-ETH-SOIL-050" 0.0525 23.293252 159 1489 2566 800 2205 435 1242 4.963316917 9.181287766 6.51 1.558
10.43083325 38.12186 "Teff" "GeoN-ETH-SOIL-045" 0.279979416 25.96981197 155 1356 2101 778 1923 427 1228 3.454917192 8.687803268 7.3 1.2535
10.43123855 38.98349816 "Teff" "GeoN-ETH-SOIL-385" 0.033 24.72671819 192 1310 2377 1379 2899 643 1990 3.338504553 8.79536438 7.44 0.3876
10.44659961 38.10151179 "Teff" "GeoN-ETH-SOIL-044" 0.111911406 30.06873734 155 1449 1818 875 1889 430 1229 0.407177627 8.173870087 5.99 1.765
10.45287464 38.60142756 "Teff" "GeoN-ETH-SOIL-233" 0.300949302 17.47935399 172 1486 2076 1038 2244 514 1288 17.39896584 6.773032188 6.45 1.345
10.46195461 38.0861575 "Teff" "GeoN-ETH-SOIL-043" 0.0214 27.51181645 155 1427 2332 797 2055 462 1278 1.483357668 9.284864426 6.02 1.927
10.46427249 39.07368293 "Teff" "GeoN-ETH-SOIL-392" 0.128638974 30.97677466 173 1471 1780 1133 2149 616 1515 5.56868124 10.19410229 6.86 0.421
10.47548707 38.60683147 "Teff" "GeoN-ETH-SOIL-236" 0.061 25.00782754 169 1549 2143 931 2113 511 1118 8.012573242 9.04638195 6.87 3.001
10.47779376 38.39038916 "Teff" "GeoN-ETH-SOIL-048" 0.0509 20.12098636 164 1556 1597 934 1806 541 1021 0.674297571 8.960493088 7.42 0.6581
10.47796948 39.91573723 "Teff" "GeoN-ETH-SOIL-110" 0.794351562 30.1500165 222.5 759 2715 864 2429.5 444.5 1583.5 5.1314342025 11.329238895 7.485 1.31255
10.47842591 39.91936001 "Teff" "GeoN-ETH-SOIL-109" 1.120905286 32.48863563 223 740 2883 863 2527 447 1596 5.769699097 10.63757706 7.54 1.6126
10.48078769 38.38733601 "Teff" "GeoN-ETH-SOIL-049" 0.0565 24.43848246 164 1556 1505 933 1765 520 982 1.120479226 10.58300972 7.57 0.5417
10.49149121 38.16778728 "Teff" "GeoN-ETH-SOIL-051" 0.259709403 21.03182993 156 1517 2037 832 1961 425 1164 2.230223894 8.910096169 7.89 1.3433
10.49570657 38.94755035 "Teff" "GeoN-ETH-SOIL-386" 0.0402 29.5328926 191 1059 2147 1068 2299 567 1278 4.029142857 10.13420963 7.11 0.9679
10.50633787 37.97830698 "Teff" "GeoN-ETH-SOIL-040" 0.0187 27.66944789 150 1233 2172 838 2020 463 1197 1.56460762 14.98688126 6.5 2.183
10.51047828 38.714435 "Teff" "GeoN-ETH-SOIL-234" 99999 22.09665337 163 1652 1266 867 1545 491 946 1.177594185 9.886328697 6.985 0.4762
10.54324344 38.01470694 "Teff" "GeoN-ETH-SOIL-042" 0.041615432 31.59223122 147 1249 2238 896 2179 429 1203 4.64650774 8.454768181 5.5 1.084
10.57350187 38.65664617 "Teff" "GeoN-ETH-SOIL-231" 0.033448438 21.59632515 163 1640 2245 880 2119 490 1082 1.85471034 9.044384003 7.01 1.022
10.57983753 38.1601965 "Teff" "GeoN-ETH-SOIL-052" 0.0776 21.00347903 155 1327 2231 816 2027 442 1210 3.024016142 8.367502213 6.64 1.051
10.59191812 38.79086602 "Teff" "GeoN-ETH-SOIL-235" 0.223665902 35.79307033 177 1290 2289 923 2212 502 1167 11.48637104 9.540762901 7.32 0.7856
10.64004905 38.1608814 "Teff" "GeoN-ETH-SOIL-053" 0.0599 20.65771313 155 1249 1773 982 1978 508 1230 1.999314904 9.064949036 6.8 0.8868
10.67060947 38.64217201 "Teff" "GeoN-ETH-SOIL-228" 0.0294 26.99465558 179 1460 2131 796 1960 419 975 10.68963528 8.228122711 6.9 2.096
10.68098959 37.0616273 "Teff" "GeoN-ETH-SOIL-485" 0.0143 23.78298912 178 1246 2867 787 2370 444 1204 4.01659441 9.187781334 5.84 1.887
10.68797302 38.23139645 "Teff" "GeoN-ETH-SOIL-054" 0.0332 19.52545813 162 1273 1964 892 1990 463 1140 6.511886597 8.349930763 8.01 1.31735
10.69139474 39.78791965 "Teff" "GeoN-ETH-SOIL-112" 0.670289016 23.79201039 221 980 2164 923 2175 465 1220 2.969160318 12.27027512 7.7 1.083
10.74699718 38.10079876 "Teff" "GeoN-ETH-SOIL-055" 0.017 19.17396556 153 1285 2021 860 1979 452 1238 3.511181355 13.01892662 6.44 1.755
10.76104714 37.40417815 "Teff" "GeoN-ETH-SOIL-509" 0.0333 23.41941788 189 850 2528 835 2253 416 1230 0.679147303 11.57353783 5.53 1.814
10.77213988 38.09259132 "Teff" "GeoN-ETH-SOIL-056" 0.0266 18.42768161 155 1251 2190 960 2226 454 1298 5.70817852 9.724134445 6.36 1.906
10.77911305 38.92775369 "Teff" "GeoN-ETH-SOIL-237" 0.107856561 21.6650837 152 1245 2329 824 2074 535 1159 3.141748667 12.87435341 7.67 1.467
10.79554902 38.09001477 "Teff" "GeoN-ETH-SOIL-057" 0.0289 23.62155403 151 1269 1968 865 1966 441 1173 2.147878885 7.891107082 6.15 1.877
10.83333768 38.39302838 "Teff" "GeoN-ETH-SOIL-064" 0.0105 27.75715074 165 1348 2025 872 1995 443 1030 1.96081984 9.154258728 6.92 0.591
10.85118291 38.04888117 "Teff" "GeoN-ETH-SOIL-059" 0.0115 24.49508653 150 1381 1981 986 2123 478 1319 2.687106848 7.393413067 5.43 2.216
10.86387672 38.37317667 "Teff" "GeoN-ETH-SOIL-063" 0.03 25.078940585 162 1301 1493 833 1650.5 437 953.5 1.6016576885 8.948219299 7.315 0.7418
10.86451658 38.37114607 "Teff" "GeoN-ETH-SOIL-062" 0.0202 24.75142676 162 1301 1509 843 1675 437 943 0.975672126 9.12622261 7.1 0.5685
10.87414222 38.25521313 "Teff" "GeoN-ETH-SOIL-061" 0.011 19.97418646 149 1334 2413 971 2361 512 1280 1.709355712 11.18624496 6.06 1.859
10.8815543 38.24353309 "Teff" "GeoN-ETH-SOIL-060" 0.0637 18.10992543 148 1239 2536 865 2285 483 1236 8.636311531 7.219489098 7.23 1.4293
10.89312424 37.80216376 "Teff" "GeoN-ETH-SOIL-072" 0.018 20.02063232 151 1501 2200 1052 2375 456 1403 2.611424446 10.28856564 5.48 3.897
10.92339399 38.14695955 "Teff" "GeoN-ETH-SOIL-066" 0.0238 29.04645991 150 1327 2725 987 2596 492 1506 3.008817673 9.792657852 6.29 2.091
10.92460763 37.80696485 "Teff" "GeoN-ETH-SOIL-073" 0.0102 21.68453455 157 1497 2565 976 2485 464 1412 3.240127802 10.56871223 5.28 1.529
10.9378169 36.88160303 "Teff" "GeoN-ETH18-Soil-2764" 0.021 31.38056044 152 1608 2943 866 2519 490 1443 1.48722291 9.787179947 4.87 4.016
10.93875069 38.0588872 "Teff" "GeoN-ETH-SOIL-067" 99999 18.01903657 153 1438 2082 976 2192 452 1304 4.251203537 12.36096478 5.8 1.626
10.94857241 37.92536048 "Teff" "GeoN-ETH-SOIL-069" 99999 19.10001155 155 1464 2325 1011 2392 467 1422 1.54243803 7.501646519 5.28 1.285
10.97332975 37.97551397 "Teff" "GeoN-ETH-SOIL-068" 99999 19.78137272 158 1317 2402 1016 2457 463 1326 2.23315382 7.90408802 5.72 1.429
10.99117591 37.85095395 "Teff" "GeoN-ETH-SOIL-074" 0.019988842 18.88064076 160 1451 2270 1009 2335 510 1470 1.370729208 9.905036926 5.83 1.452
11.01828229 37.92351146 "Teff" "GeoN-ETH-SOIL-070" 0.0102 24.17259266 158 1494 2117 1050 2304 502 1449 0.670636117 8.800185204 5.31 1.914
11.03591523 39.64073038 "Teff" "GeoN-ETH-SOIL-356" 0.0565 17.17685767 155 1266 2908 742 2365 403 1126 7.605703354 9.876110077 6.5 2.424
11.05340206 37.8547581 "Teff" "GeoN-ETH-SOIL-076" 0.0179 17.26911428 162 1519 2311 1117 2521 517 1505 1.308891535 8.711560249 5.66 1.802
11.086182 39.55657906 "Teff" "GeoN-ETH-SOIL-350" 0.103067932 17.65614842 172 1015 2208 827 2028 455 1050 5.340152264 11.15280342 7.35 0.4883
11.10055791 37.90013992 "Teff" "GeoN-ETH-SOIL-078" 0.03 22.62590367 160 1596 2313 1089 2491 518 1492 2.138708591 8.935304642 5.4 1.795
11.11377706 37.82328104 "Teff" "GeoN-ETH-SOIL-077" 0.0139 19.84978084 178 1458 2264 762 2003 384 1054 5.369264126 7.651143551 5.84 1.777
11.12213172 37.73479969 "Teff" "GeoN-ETH-SOIL-075" 0.0334 23.92842644 196 959 1654 781 1671 430 997 5.088595867 9.772069931 7.31 1.1854
11.14407769 37.6284008 "Teff" "GeoN-ETH-SOIL-433" 0.134226152 21.08050978 173 1150 2263 834 2062 462 1171 10.42230511 7.890584469 6.28 2.293
11.16672632 39.19998773 "Teff" "GeoN-ETH-SOIL-291" 0.0267 27.83000685 138 1299 2200 1024 2286 522 1492 1.524802208 9.556447029 6 3.325
11.20848393 39.68775725 "Teff" "GeoN-ETH-SOIL-360" 0.0569 22.86754282 173 1027 2826 643 2182 335 869 7.375607491 9.563611031 7.44 0.6633
11.22367165 37.56703593 "Teff" "GeoN-ETH-SOIL-438" 0.0116 20.81518322 164 1452 2094 958 2163 465 1324 3.48855567 7.921904564 6.09 0.8878
11.26643448 39.63660172 "Teff" "GeoN-ETH-SOIL-340" 0.0892 21.71634749 164 1107 2976 639 2253 347 937 12.06333637 7.343334198 7.41 2.72355
11.28478282 37.86914867 "Teff" "GeoN-ETH-SOIL-249" 0.0443 25.20984009 174 1472 1510 712 1512 393 973 1.696353912 10.43014431 7.41 0.8971
11.30769255 37.47212195 "Teff" "GeoN-ETH-SOIL-440" 0.0192 23.60183408 168 1517 2151 833 2045 407 1102 9.92105484 8.280568123 6.51 1.835
11.3116623 39.66806923 "Teff" "GeoN-ETH-SOIL-339" 0.150134321 26.99063004 190 946 2570 822 2274 421 1151 12.37743187 7.717759609 7.49 1.5976
11.31180194 37.44537588 "Teff" "GeoN-ETH-SOIL-441" 0.104185262 18.66269175 173 1262 2256 789 2037 419 1133 3.246928215 9.210920334 6.945 1.28
11.33324951 39.75409258 "Teff" "GeoN-ETH-SOIL-346" 0.243775119 20.68828797 187 1092 2640 730 2171 406 1072 13.75130749 8.622529984 7.65 1.586
11.33479986 38.34583848 "Teff" "GeoN-ETH-SOIL-244" 0.116300163 28.35587725 159 1365 1747 1040 2030 514 1188 2.729400635 9.185148239 6.855 2.635
11.33732567 37.56907358 "Teff" "GeoN-ETH-SOIL-436" 49999.53035 24.580499955 174 1552.5 2286 847.5 2138 433.5 1215 1.361834049 9.685313704 6.62 1.52845
11.34275237 37.56610132 "Teff" "GeoN-ETH-SOIL-437" 99999 28.95480569 174 1555 2564 877 2346 429 1170 1.020068526 7.885155678 5.77 1.672
11.35457401 39.66147836 "Teff" "GeoN-ETH-SOIL-338" 0.272654277 34.44266618 202 847 2899 762 2369 424 1135 8.86710453 8.610941887 7.83 1.4228
11.35722915 38.29054662 "Teff" "GeoN-ETH-SOIL-245" 0.199406532 35.43843663 157 1502 1652 980 1897 505 1106 3.846671104 10.79127216 6.57 1.554
11.36200068 37.88599722 "Teff" "GeoN-ETH-SOIL-250" 0.0153 21.66788348 164 1440 1872 980 2051 472 1265 1.668583512 8.161941528 6.39 1.579
11.3693155 39.12988296 "Teff" "GeoN-ETH-SOIL-371" 0.193622478 23.56522379 174 1167 1802 1015 2040 535 1186 2.285361528 6.813927174 6.62 0.7133
11.41724422 37.96988263 "Teff" "GeoN-ETH-SOIL-252" 0.0401 18.85028851 170 1117 2197 1003 2277 486 1310 6.504962444 9.233992577 6.53 2.289
11.42663767 38.39321159 "Teff" "GeoN-ETH-SOIL-556" 0.0417 25.82961412 175 1342 1674 843 1737 450 995 8.29468441 7.137316227 7.2 1.4643
11.42704666 37.17380097 "Teff" "GeoN-ETH-SOIL-466" 0.0246 29.1197036 183 1571 2145 926 2170 423 1250 2.35907793 9.103654861 6.35 0.7825
11.44081703 37.40791984 "Teff" "GeoN-ETH-SOIL-442" 0.0158 20.33705201 187 1352 2462 709 2023 388 956 0.810275793 16.8980217 6.08 0.8509
11.46513121 38.79404201 "Teff" "GeoN-ETH-SOIL-172" 0.092 24.82215473 148 1491 1800 917 1902 504 1065 16.3358593 6.701124668 6.35 1.13
11.50136108 37.99531933 "Teff" "GeoN-ETH-SOIL-253" 0.0391 16.71501873 157 1252 1978 1041 2184 515 1356 5.484190941 8.468846321 6.16 1.438
11.50188639 39.61645866 "Teff" "GeoN-ETH-SOIL-337" 0.680080334 22.62883615 198 948 2541 847 2302 438 1141 16.28745079 7.34645319 7.22 1.2152
11.50207098 37.50473951 "Teff" "GeoN-ETH-SOIL-443" 0.0422 20.8228514 202 949 2782 838 2424 415 1267 0.545077264 11.76152325 5.7 2.329
11.50945795 38.05578601 "Teff" "GeoN-ETH-SOIL-259" 0.0282 21.26380179 159 1313 2147 1006 2255 492 1258 7.695843697 7.297914982 5.96 1.918
11.51806449 39.0110424 "Teff" "GeoN-ETH-SOIL-174" 0.793432055 26.45500536 167 1144 1947 966 2066 502 1295 16.8398056 9.330762863 7.03 1.769
11.53089394 39.24959744 "Teff" "GeoN-ETH-SOIL-176" 0.892854541 25.77402098 180 920 1693 1005 1957 521 1178 9.000966072 7.122162342 7.33 1.2253
11.55376883 39.64931657 "Teff" "GeoN-ETH-SOIL-198" 0.402530628 23.96196533 213 874 2239 877 2151 450 1127 3.275011778 11.34006405 7.64 1.4821
11.55558984 39.65609607 "Teff" "GeoN-ETH-SOIL-196" 0.539400597 24.12615339 213 874 3366 670 2507 398 1016 2.327976227 11.9883604 8.53 2.1191
11.5904497 38.49651028 "Teff" "GeoN-ETH-SOIL-552" 0.142725677 24.01928332 169 1083 1861 985 2019 535 1251 13.52352428 9.516689301 6.91 1.932
11.61578902 38.02914221 "Teff" "GeoN-ETH-SOIL-257" 0.0204 23.13490446 164 1126 2273 986 2296 500 1431 2.33955431 9.681090355 5.75 1.509
11.64474948 37.80751001 "Teff" "GeoN-ETH-SOIL-262" 0.031 22.76630577 164 1596 2857 862 2489 458 1217 4.270134449 7.440585613 6.08 0.7298
11.64626976 37.96402966 "Teff" "GeoN-ETH-SOIL-256" 0.0176 25.28741599 161 1475 2952 840 2464 478 1317 6.370821953 7.309179783 5.93 1.974
11.66458367 39.68153034 "Teff" "GeoN-ETH-SOIL-573" 0.907131938 29.11112434 219 804 1794 731 1712 392 1138 1.328801513 14.24031353 7.51 1.7586
11.67491474 39.63006558 "Teff" "GeoN-ETH-SOIL-197" 0.311705057 23.91826024 204 941 2110 748 1890 393 1013 4.359243393 12.22092915 7.76 1.0782
11.68039612 37.02696548 "Teff" "GeoN-ETH-SOIL-457" 0.0429 27.08598049 193 1322 2172 954 2178 506 1452 0.58431679 13.60329819 5.83 1.72
11.69307869 37.04374654 "Teff" "GeoN-ETH-SOIL-456" 0.0315 28.94470999 194 1318 1856 867 1898 433 1187 0.181193382 10.9392662 5.55 1.215
11.69817694 36.95420674 "Teff" "GeoN-ETH18-Soil-2771" 0.0372 23.03122698 182 1815 2003 951 2095 456 1305 2.706515551 8.619001389 5.5 1.871
11.73917412 38.76148804 "Teff" "GeoN-ETH-SOIL-161" 0.0421 27.39248708 138 1346 2090 1013 2218 510 1320 0.540540278 8.30344677 5.76 1.357
11.7451408 39.59491202 "Teff" "GeoN-ETH-SOIL-200" 0.174428977 26.53841879 195 959 2056 790 1908 422 1035 5.885416508 10.78944778 7.71 0.8454
11.76643947 38.90921203 "Teff" "GeoN-ETH-SOIL-147" 0.146404127 18.08856387 175 1060 1315 1043 1790 507 1173 4.979004383 12.03769016 7.65 0.5476
11.81028955 37.00296562 "Teff" "GeoN-ETH-SOIL-455" 0.0278 17.67551694 193 1385 2016 790 1879 446 1170 2.343398094 10.99273109 6.59 1.955
11.81444657 39.55096432 "Teff" "GeoN-ETH-SOIL-570" 0.270251751 20.31450706 202 728 1743 812 1744 456 1050 4.020855904 14.36207485 7.83 0.5604
11.81885792 38.68487942 "Teff" "GeoN-ETH-SOIL-153" 0.02 34.56680962 141 1415 2361 1045 2431 519 1383 1.454328775 7.893414021 6.84 1.72
11.82744179 38.06211667 "Teff" "GeoN-ETH-SOIL-217" 0.0114 32.92986584 153 1309 2332 966 2313 479 1297 3.482216835 9.124582291 5.7 2.21
11.83272699 38.71992129 "Teff" "GeoN-ETH-SOIL-158" 0.0911 23.04083901 155 1364 1781 1197 2266 578 1431 7.891811848 8.847267151 7.71 0.85255
11.83773373 38.088646 "Teff" "GeoN-ETH-SOIL-216" 0.0177 31.56956823 151 1397 2099 1066 2298 515 1457 6.216730118 7.864753246 5.47 2.464
11.87684438 38.72856634 "Teff" "GeoN-ETH-SOIL-159" 0.184438676 26.20775259 181 1015 1516 1315 2241 642 1480 8.207159996 9.21278286 8.1 0.80325
11.87854986 38.01082669 "Teff" "GeoN-ETH-SOIL-220" 0.042651712 24.61857869 153 1544 2763 957 2549 504 1552 2.576702595 8.860429764 5.25 1.84
11.90068463 39.44722873 "Teff" "GeoN-ETH-SOIL-576" 0.139784074 21.08176534 180 788 2273 742 1981 400 972 7.234545708 10.94681644 7.75 1.4917
11.90741328 39.68431937 "Teff" "GeoN-ETH-SOIL-194" 0.187547481 26.73168877 227 701 1853 1090 2161 554 1484 2.269539833 11.48541737 8.345 0.9289
11.91578176 37.78805024 "Teff" "GeoN-ETH-SOIL-213" 0.118217145 21.44729069 190 1353 2725 956 2551 469 1287 3.521412611 12.13571167 6.79 1.193
11.91741362 38.9773545 "Teff" "GeoN-ETH-SOIL-145" 0.118089178 24.95453231 192 585 1237 978 1652 516 1182 1.948241115 11.50838566 7.695 0.2696
11.91970478 39.53947365 "Teff" "GeoN-ETH-SOIL-574" 0.405675682 18.13444076 191 825 1756 734 1670 418 1019 6.733621597 8.998455048 8.02 0.6701
11.94719968 39.07269356 "Teff" "GeoN-ETH-SOIL-566" 0.0971 24.82892933 180 795 1235 950 1621 497 1084 2.755667925 11.19804668 7.9 0.4539
11.95744859 39.22571806 "Teff" "GeoN-ETH-SOIL-565" 0.150100035 17.61349018 169 612 1427 876 1636 490 1144 4.447274208 11.88015747 8.75 0.405
12.07956768 38.71041144 "Teff" "GeoN-ETH18-Soil-2703" 0.268862489 34.28540753 174 1083 2196 1061 2364 505 1300 24.99385262 6.437921047 6.66 1.113
12.09481648 37.88772463 "Teff" "GeoN-ETH-SOIL-206" 0.0389 26.0030607 189 884 1994 989 2134 478 1319 1.847185254 13.15690899 6.71 0.8928
12.113618 38.81599952 "Teff" "GeoN-ETH18-Soil-2689" 0.0724 31.74820646 172 969 1910 1029 2139 486 1191 7.614181042 6.980232716 6.8 1.31
12.11779024 37.85680454 "Teff" "GeoN-ETH18-Soil-2843" 0.0862 30.33445443 180 1080 2315 981 2318 475 1292 2.924756289 12.46587753 6.45 0.5687
12.14431755 38.04459133 "Teff" "GeoN-ETH18-Soil-2842" 0.0201 39.9533493 180 864 1749 1080 2094 525 1263 3.263012171 11.19539642 7.23 0.427
12.17619004 38.954164 "Teff" "GeoN-ETH18-Soil-2694" 0.279774827 32.21428826 176 787 1491 989 1807 524 1160 3.278490782 10.8836174 7.1 0.5454
